Date	VOW	CDAX	BMW	DAI
20-03-12	121.75	618.99	68.22	45.045
19-03-12	128.65	627.86	71.84	47.115
16-03-12	129.8	628.27	73.02	47.23
15-03-12	130.95	627.35	73.76	48.445
14-03-12	130.8	622.04	73.45	48.26
13-03-12	127.3	615.63	70.74	47.72
12-03-12	128.05	607.52	71.05	47.67
09-03-12	129	605.84	70.5	46.94
08-03-12	127.55	601.54	69.2	46.175
07-03-12	124.25	587.76	68.27	44.035
06-03-12	124.55	584.08	67.02	43.575
05-03-12	130.35	604.65	70.63	46
02-03-12	130.5	609.54	70.61	46.24
01-03-12	129.9	610.95	71.49	45.985
29-02-12	127.2	604.24	69.43	45.395
28-02-12	126.05	606.61	69.88	46.06
27-02-12	125.3	603.23	69.04	46.085
24-02-12	126.6	604.86	70.32	47.445
23-02-12	125	600.25	69.89	46.93
22-02-12	129.05	603.01	70.95	47.85
21-02-12	129.65	608.23	71.9	47.975
20-02-12	130.2	611.98	72.24	48.4
17-02-12	129.4	603.42	71.98	47.785
16-02-12	126.65	595.17	70.4	46.325
15-02-12	127.05	596.11	70.23	46.6
14-02-12	127.65	593.26	70.02	46.96
13-02-12	129.9	594.44	70.56	47.05
10-02-12	127.2	590.58	69.87	46.355
09-02-12	129.4	598.54	71.54	46.68
08-02-12	126.95	595.21	69	44.62
07-02-12	126.6	595.04	69.36	44.635
06-02-12	128.35	596.52	70.76	45.47
03-02-12	127.9	596.84	69.98	45.455
02-02-12	125.35	587.11	68	44.095
01-02-12	126.9	583.56	67.99	43.85
31-01-12	123.5	570.03	65.39	42.245
30-01-12	123.65	568.04	64.55	42.345
27-01-12	123.65	574.16	64.6	42.7
26-01-12	124.85	576.56	65.4	43.38
25-01-12	123.15	566.54	63.59	41.97
24-01-12	121.6	565.89	63.5	41.39
23-01-12	121.95	568.11	63.88	41.685
20-01-12	122.35	565.22	63.59	41.955
19-01-12	122.05	566.52	62.96	41.44
18-01-12	119.25	560.69	62.23	41.365
17-01-12	118.5	558.63	62.04	40.845
16-01-12	116.3	549.02	59.96	39.345
13-01-12	114.35	542.81	58.45	37.97
12-01-12	114.65	545.87	59.4	38.17
11-01-12	114.15	543.31	58.93	38.215
10-01-12	112.15	543.45	58.72	38.26
09-01-12	109.65	531.59	56.84	36.73
06-01-12	110.55	535.03	55.55	36.47
05-01-12	111.65	537.46	56.15	36.89
04-01-12	109.05	538.71	55.87	36.365
03-01-12	109.6	543.27	55.29	36.67
02-01-12	106.2	535.58	53.16	35.365
30-12-11	103.65	520.73	51.76	33.92
29-12-11	102.85	516.41	51.36	33.52
28-12-11	102.75	510.21	51.1	33.07
27-12-11	105.85	519.67	52.82	34.415
23-12-11	105.7	518.84	52.5	34.39
22-12-11	105.3	516.22	52.74	34.135
21-12-11	105	511.27	52.53	33.73
20-12-11	105.5	515.58	52.22	33.19
19-12-11	103.3	500.61	50.07	31.345
16-12-11	103.45	503.08	49.99	31.775
15-12-11	102.7	505.27	50.74	32.16
14-12-11	102	500.58	50.25	31.655
13-12-11	107.35	509.83	52.95	32.655
12-12-11	105.85	510.38	52.52	33.06
09-12-11	110.5	526.96	53.8	34.16
08-12-11	109.85	518.16	53.61	32.815
07-12-11	112.15	528.64	55.67	34.02
06-12-11	112.7	531.84	56.07	34.305
05-12-11	113.5	538.23	56.21	34.76
02-12-11	113.6	535.83	55.61	33.93
01-12-11	111	531.89	55.18	33.35
30-11-11	112.5	536.67	55.98	33.61
29-11-11	106.55	512.04	52.92	31.88
28-11-11	109.7	507.73	52.94	32.14
25-11-11	101	486.12	50.32	29.79
24-11-11	102.05	481.23	49.78	29.44
23-11-11	101.05	482.58	49.3	29.155
22-11-11	105.75	489.43	50.84	29.85
21-11-11	106.3	495.2	51.33	30.395
18-11-11	110.1	512.42	53.55	31.62
17-11-11	112.1	517.02	54.49	31.655
16-11-11	115.85	522.79	55.71	32.23
15-11-11	116	524.49	57.55	32.505
14-11-11	117.1	529.52	58.16	33.66
11-11-11	117.45	535.83	58.73	34.045
10-11-11	114.2	519.41	57.61	33.24
09-11-11	114.55	517.34	56.84	33.605
08-11-11	116.7	528.47	58.42	34.27
07-11-11	116.55	525.59	58.13	34.58
04-11-11	116.05	528.86	57.86	34.99
03-11-11	118.9	541.46	60.61	36.385
02-11-11	114.75	526.76	57.97	35.42
01-11-11	108.7	515.78	56.58	34.81
31-10-11	113.8	541.57	59.06	37
28-10-11	116.4	558.96	61.81	39.2
27-10-11	114	558.39	61.06	39.07
26-10-11	105.85	532	57.81	37.895
25-10-11	105.35	534.12	57.8	37.75
24-10-11	107.1	535.52	57.88	37.305
21-10-11	102.75	527.46	57.19	36.72
20-10-11	100.2	510.3	54.11	34.985
19-10-11	102.3	522.77	55.01	36.12
18-10-11	101.95	520.02	55.08	36.49
17-10-11	101.15	518.11	54.5	36.51
14-10-11	102.55	527.02	56.44	37.82
13-10-11	101.05	521.86	54.82	37.165
12-10-11	101.4	528.15	54.91	37.85
11-10-11	98.4	516.71	53.75	35.85
10-10-11	97.43	515.37	52.99	35.37
07-10-11	94.8	500.97	50.89	33.98
06-10-11	92.11	497.93	48.905	33.55
05-10-11	88.69	482.37	47.395	32.605
04-10-11	84.5	461.34	45.04	30.965
03-10-11	89.09	476.28	47.12	32.845
30-09-11	93.19	487.21	49.965	33.63
29-09-11	96.7	499.65	52.75	34.825
28-09-11	95.56	494.68	53.25	34.425
27-09-11	96.5	498.78	53.95	34.45
26-09-11	91	474.38	50.8	32.145
23-09-11	92.97	463.05	52.18	32.405
22-09-11	92.12	461.3	52.99	32.735
21-09-11	101.25	485.22	56.09	35.4
20-09-11	104.25	496.7	57.64	36.785
19-09-11	100.7	484.09	56.2	35.4
16-09-11	104.3	497.83	57.18	36.395
15-09-11	102	491.84	56.52	35.215
14-09-11	98.57	478.29	55.07	34.25
13-09-11	94.47	463.28	51.95	32.425
12-09-11	94.35	455.58	50.9	31.775
09-09-11	95.77	466.61	51.69	32.36
08-09-11	99.7	485.62	53.3	33.615
07-09-11	101.05	484.95	53.71	34.265
06-09-11	96.09	466.34	50.66	32.355
05-09-11	96.05	470.75	50.87	33.145
02-09-11	102.4	496.23	54.22	35.46
01-09-11	107	513.03	56.9	36.915
31-08-11	105.85	517.06	56.35	37.67
30-08-11	102.45	504.26	54.25	36.175
29-08-11	101.15	505.34	54.41	36.205
26-08-11	99.7	493.63	54.05	35.59
25-08-11	98.97	497.53	53.82	35.75
24-08-11	99	504.8	53.57	36.05
23-08-11	95.07	491.7	51.37	34.265
22-08-11	94.15	486.91	50.09	33.96
19-08-11	96.01	487.3	52.3	34.735
18-08-11	100.2	497.55	54.15	35.66
17-08-11	106.55	527.65	58.76	38
16-08-11	108.25	531.89	58.87	38.07
15-08-11	110.15	535.87	59.31	38.415
12-08-11	111.2	533.03	59.34	38.875
11-08-11	106.7	515.61	57.66	37.645
10-08-11	102.95	498.86	55.62	36.67
09-08-11	104.7	522.43	58.63	38.88
08-08-11	102.6	520.43	55.14	39.01
05-08-11	108.45	548.97	60.48	41.97
04-08-11	112.9	563.47	61.27	43.86
03-08-11	116	584.48	65.55	45.33
02-08-11	123	598.66	65.97	47.415
01-08-11	127.15	613.91	67.71	49.005
29-07-11	127.7	630.15	69.82	50.66
28-07-11	129.4	632.66	70.25	51.07
27-07-11	133.85	639.11	70.7	51.03
26-07-11	133.95	647.66	72.19	51.81
25-07-11	136.6	648.21	73.52	53.04
22-07-11	136.05	646.49	71.58	52.47
21-07-11	134.05	643.19	71.19	52.25
20-07-11	136.45	637.83	71.95	52.45
19-07-11	136.55	635.2	72	52.4
18-07-11	134.3	627.91	71.11	51.5
15-07-11	136.95	638.34	72.67	53.27
14-07-11	133.8	638.06	71	53.26
13-07-11	133.4	643.41	70.18	53.17
12-07-11	131.05	635.22	67.24	51.68
11-07-11	129.5	639.85	66.75	51
08-07-11	133.25	655.29	68.51	52.39
07-07-11	134.65	661.2	69.28	52.63
06-07-11	132.4	656.99	67.82	52.97
05-07-11	130.4	657.73	68.79	52.81
04-07-11	129.95	658.1	68.82	52.35
01-07-11	127.85	655.14	67.77	51.59
30-06-11	126.7	651.43	68.81	51.9
29-06-11	127.3	643.79	68.86	51.34
28-06-11	126.3	632.59	69.1	50.39
27-06-11	124.5	627.7	67.76	49.24
24-06-11	122.95	629.19	67.13	49.02
23-06-11	120.2	630.96	65.21	48.755
22-06-11	121.55	641.56	65.39	48.91
21-06-11	122.95	642.17	64.85	48.56
20-06-11	120.95	630.57	63.9	47.56
17-06-11	118.85	631.95	64.18	47.34
16-06-11	117.8	628.07	63.44	46.97
15-06-11	117.95	629.18	62.38	46.63
14-06-11	118.3	636.45	63.4	47.15
13-06-11	117.35	626.65	62.51	46.63
10-06-11	117.95	625.63	62.34	46.585
09-06-11	118.3	633.29	62.93	47.43
08-06-11	114	624.74	61	47.34
07-06-11	113.5	629.1	60.32	47.1
06-06-11	115.65	627.9	60.74	47.2
03-06-11	115.9	629.92	60.29	47.57
02-06-11	116.6	627.4	60.14	47.325
01-06-11	118	638.97	60.61	48.51
31-05-11	116.45	644.78	61.48	49.105
30-05-11	115.25	633.71	60.83	48.06
27-05-11	114.8	633.3	60.7	48.08
26-05-11	112.65	628.93	59.7	47.875
25-05-11	112.5	633.25	60.75	48.2
24-05-11	111	631.97	60.28	47.9
23-05-11	111.55	629.13	59.13	47.39
20-05-11	113.9	641.81	60.98	48.85
19-05-11	115.25	648.69	61.98	49.71
18-05-11	115	643.78	61.25	49.285
17-05-11	115.4	640.36	60.57	49.12
16-05-11	117.7	650.94	61.54	50.09
13-05-11	117.6	652.5	61.86	50.56
12-05-11	118	655.16	63.21	50.88
11-05-11	118.95	659.64	63.17	50.8
10-05-11	118.85	660.17	62.67	51.03
09-05-11	118.8	652.63	61.28	50.7
06-05-11	119.7	658.54	62.82	51.33
05-05-11	117	648.85	61.36	50.65
04-05-11	116.6	648.92	62.35	50.74
03-05-11	121.45	659.71	63.37	51.65
02-05-11	121.55	662.27	64.44	52.51
29-04-11	120.4	660.86	63.67	52.19
28-04-11	118.85	657.39	63.18	53.09
27-04-11	117.45	652	61.94	52.78
26-04-11	110.8	647.6	61.71	51.96
21-04-11	110.75	642.23	61	51.3
20-04-11	109.95	638.26	60.53	51.12
19-04-11	104.65	620.78	58.79	49.08
18-04-11	103	619.18	57.21	48.625
15-04-11	104.5	632.46	58.12	49.47
14-04-11	104.85	629.63	57.94	49.79
13-04-11	103.5	632.23	57.59	51.1
12-04-11	102.15	626.05	56.64	50.47
11-04-11	104	635.06	57.1	50.65
08-04-11	106.45	636.91	58.54	52.04
07-04-11	106.3	633.91	59.13	52.16
06-04-11	110.55	637.69	60.81	52.6
05-04-11	110.8	634.61	61	52.42
04-04-11	110.3	634.69	60.41	51.56
01-04-11	108.25	634.48	61.22	51.59
31-03-11	108.3	622.97	58.75	49.85
30-03-11	108.85	624.14	58.56	49.835
29-03-11	105	614.04	57.39	48.35
28-03-11	105.5	614.51	57.36	48.27
25-03-11	105.3	614.3	57.46	48.995
24-03-11	105.3	613.08	57.6	49.015
23-03-11	102.75	602.05	55.27	47.35
22-03-11	103.95	600.22	54.59	46.465
21-03-11	105.75	603.58	55.44	46.86
18-03-11	101.9	590.35	55.3	45.9
17-03-11	101.75	588.8	54.13	44.875
16-03-11	100.2	576.24	53.09	44.375
15-03-11	104.8	586.83	54.29	45.28
14-03-11	104.8	605.12	55.8	47.175
11-03-11	105.75	614.93	56.3	47.79
10-03-11	104.65	622.27	57.12	48.705
09-03-11	108.95	628.93	58.14	49.82
08-03-11	109.8	631.18	57.97	49.25
07-03-11	106.4	630.49	57.74	48.595
04-03-11	106.15	631.46	57.78	48.235
03-03-11	108.15	635.28	58.09	49.18
02-03-11	107.7	631.59	58	49.6
01-03-11	109.45	635.75	59.67	51.02
28-02-11	110	639.16	58.78	51.05
25-02-11	109.25	631.56	58.7	51.07
24-02-11	104.8	625.45	57	50.49
23-02-11	109.15	631.66	58.3	51.29
22-02-11	111.55	642.99	60.43	53.05
21-02-11	112.25	643.9	60.3	52.22
18-02-11	113.4	653.1	60.56	52.63
17-02-11	112.5	651.39	61.04	52.97
16-02-11	114.45	652.47	61.66	53.54
15-02-11	114.65	651.2	61.98	55.98
14-02-11	117.35	651.54	63.44	56.57
11-02-11	115.9	648.95	63.14	56.51
10-02-11	115	646.2	61.71	55.48
09-02-11	114.25	645.27	61.29	55.03
08-02-11	114.25	645.53	61.59	55.28
07-02-11	111.35	641.81	58.85	53.62
04-02-11	110.25	635.52	56.85	52.69
03-02-11	107.45	633.43	57.33	53.01
02-02-11	110	632.47	56.47	52.5
01-02-11	111.45	633.12	56.51	53.3
31-01-11	111	623.85	56.08	53.42
28-01-11	112.1	626.41	57.1	54.8
27-01-11	112.1	630.68	57.31	55.9
26-01-11	112.4	628.29	56.95	56.27
25-01-11	109.2	621.13	56.08	55.21
24-01-11	110	622.06	55.23	54.52
21-01-11	111.55	622.07	55.7	54.78
20-01-11	112.95	618.87	55.51	55.37
19-01-11	116.2	625.22	57.86	57.08
18-01-11	118.4	630.74	58.75	58.46
17-01-11	116.6	625.1	58.55	56.89
14-01-11	117.15	625.2	58.94	55.95
13-01-11	116.4	625.22	57.68	54.97
12-01-11	118.45	625.25	59.32	54.88
11-01-11	118.15	614.44	59.66	54.97
10-01-11	114.5	606.01	58.47	53.91
07-01-11	115.1	614.23	59.31	54.53
06-01-11	112.4	616.55	59.9	54.6
05-01-11	112	613.47	60.03	53.6
04-01-11	114.25	617.35	60.74	51.99
03-01-11	112.35	618.56	61.45	51.71
30-12-10	105.9	611.3	58.85	50.73
29-12-10	107.5	617.51	58.72	51.32
28-12-10	106	615.38	58.25	51.5
27-12-10	105.5	615.06	59.22	51.57
23-12-10	111.95	622.4	63.26	54.07
22-12-10	113.65	622.82	64.37	54.33
21-12-10	115	623.11	64.8	54.66
20-12-10	112.85	617.9	63.15	53.88
17-12-10	111.8	614.49	61.95	53.68
16-12-10	114.25	618.01	62.8	54.41
15-12-10	115.45	617.59	62.49	53.9
14-12-10	116.35	618.05	62.47	54.11
13-12-10	117.65	618.3	63.44	54.76
10-12-10	114.9	615.68	62.52	54.87
09-12-10	110.45	611.78	60.2	53.3
08-12-10	114.5	613.43	61.9	53.26
07-12-10	118.5	616.05	63.98	54.15
06-12-10	118.05	611.9	62.81	53.62
03-12-10	114.8	610.41	63.69	53.95
02-12-10	112.9	610.92	63.8	53.49
01-12-10	108.8	601.82	60.9	51.94
30-11-10	104.1	586.34	57.93	49.87
29-11-10	104.8	586.89	57.74	49.79
26-11-10	107.05	599.72	59.25	51.54
25-11-10	107.7	602.23	59.9	51.93
24-11-10	106.5	596.88	59.12	52.04
23-11-10	104.45	586.63	56.47	49.515
22-11-10	108.1	596.81	57.69	50.56
19-11-10	108.05	598.41	56.67	50.74
18-11-10	107.25	597.38	56.3	50.81
17-11-10	103.35	585.88	54.3	49.27
16-11-10	103	582.69	54.62	49.47
15-11-10	102.85	593.94	56.06	50.89
12-11-10	100.1	589.01	55.29	49.88
11-11-10	99	588.11	54.42	49.56
10-11-10	98.26	588.48	53.75	49.175
09-11-10	100.05	594.3	54.91	50.04
08-11-10	98.08	590.91	53.41	48.935
05-11-10	97	591.08	54.06	48.94
04-11-10	96.57	589.62	54.08	50
03-11-10	95.01	580.01	51.64	48.34
02-11-10	94.3	582.8	52.35	48.41
01-11-10	93.84	578.91	52.96	47.655
29-10-10	94.36	578.36	51.51	47.43
28-10-10	94.3	577.68	49.845	46.98
27-10-10	91.32	575.44	49.875	47.62
26-10-10	91.27	579.38	50.44	48.74
25-10-10	89.71	581.48	50.72	49.7
22-10-10	85.28	578.17	50.03	49.305
21-10-10	82.79	578.25	50.02	49.03
20-10-10	80.49	571.14	49.6	47.8
19-10-10	79.8	568.11	49.115	47.04
18-10-10	82	570.9	49	47.775
15-10-10	82.1	568.96	49.45	47.725
14-10-10	82.73	565.95	50	47.4
13-10-10	82.13	563.99	50.07	47.935
12-10-10	81.08	552.82	50.2	47.425
11-10-10	80.17	553.07	49.87	45.925
08-10-10	80.35	551.08	50.07	45.435
07-10-10	78.79	549.52	50	45.37
06-10-10	76.72	549.03	49.495	44.24
05-10-10	76.53	544.36	49.955	44.69
04-10-10	76.12	537.68	48.22	43.785
01-10-10	78.56	544.16	49.3	45.515
30-09-10	80.83	545.46	51.44	46.46
29-09-10	81.35	546.53	51.06	46.275
28-09-10	81.12	548.64	50.67	46.23
27-09-10	81.07	548.71	50.15	46.41
24-09-10	81.36	550.24	50.35	46.13
23-09-10	78.88	540.66	48.295	44.345
22-09-10	80.37	542.83	48.08	44.85
21-09-10	81.7	548.72	48.48	45.635
20-09-10	80.45	549.98	49.125	45.5
17-09-10	79.4	542.99	47.41	44.475
16-09-10	78.77	545.76	47.35	44.055
15-09-10	79	546.73	47.25	44.12
14-09-10	79.17	547.93	47.12	44.15
13-09-10	79.1	546.68	46.435	43.665
10-09-10	77.82	542.85	46.205	43.78
09-09-10	75.15	543.12	45.4	43.08
08-09-10	73.64	538.03	44.99	42
07-09-10	73.23	534.17	43.935	41.355
06-09-10	73.99	537.41	44.035	41.25
03-09-10	73.51	535.66	44.095	41.655
02-09-10	73.75	531.49	43.595	41
01-09-10	73.36	531.06	42.91	40.455
31-08-10	71.75	517.45	41.665	38.36
30-08-10	71.48	516.24	41.205	38.125
27-08-10	71.8	519.01	41.76	38.405
26-08-10	70.64	515.44	41.685	38.085
25-08-10	69.56	513.65	41.435	38.295
24-08-10	71.46	517.11	41.52	38.66
23-08-10	72.49	524.13	41.86	39.15
20-08-10	72.03	523.56	41.87	39.23
19-08-10	73.3	529.93	42.84	39.88
18-08-10	72.63	538.91	43.5	40.625
17-08-10	72.16	540.32	43.1	41.05
16-08-10	71.15	532	41.81	39.955
13-08-10	71.68	531.78	41.885	39.145
12-08-10	72.07	533.48	41.9	39.07
11-08-10	71.89	535.49	42.395	40.19
10-08-10	72.3	547.26	43.345	41.225
09-08-10	72.69	553.11	44.305	41.97
06-08-10	72.46	545.29	43.9	40.965
05-08-10	72.8	551.38	44.515	42.125
04-08-10	73.09	551.04	43.68	41.68
03-08-10	72.63	549.08	43.16	42
02-08-10	73.15	547.85	41.87	41.4
30-07-10	72.72	535.45	41.31	41.375
29-07-10	72.46	535.01	40.715	41.435
28-07-10	72.61	539.13	40.72	41.465
27-07-10	73.05	541.82	41.5	41.34
26-07-10	73.57	541.16	42.11	43.155
23-07-10	74.15	538.05	41.99	42.485
22-07-10	73.89	535.8	41.965	42.26
21-07-10	71.86	522.74	40.92	40.955
20-07-10	71.14	519.84	41.07	41.42
19-07-10	71.24	523.48	41.355	42.63
16-07-10	71.85	526.23	42.15	43.05
15-07-10	71.85	535.18	42.26	43.275
14-07-10	73.31	540.25	41.545	43.545
13-07-10	73.02	538.97	42.13	43.805
12-07-10	71.04	529.4	38.905	41.565
09-07-10	70.63	528.25	39.15	41.635
08-07-10	70.38	525.56	38.91	41.58
07-07-10	69.83	521.86	39.75	41.945
06-07-10	69.48	517.88	39	41.21
05-07-10	68.15	506.63	38.11	39.95
02-07-10	68.28	507.93	37.885	40.28
01-07-10	68.73	509.33	38.2	40.42
30-06-10	69.96	518.87	40.065	41.92
29-06-10	70.05	517.77	39.9	41.28
28-06-10	71.91	535.48	41.26	43.24
25-06-10	70.91	527.78	40.36	42.015
24-06-10	71.53	531.62	41.36	43.425
23-06-10	72.82	539.66	41.485	43.95
22-06-10	72.37	545.19	41.515	44.47
21-06-10	73.19	547.51	41.8	44.5
18-06-10	72.51	541.01	40.705	43.12
17-06-10	72.24	541.25	39.7	42.315
16-06-10	69.4	538.4	39.03	41.14
15-06-10	69.82	537.49	39.845	42.33
14-06-10	69.77	533.54	39.755	42.52
11-06-10	69.63	526.57	40.085	42.735
10-06-10	69.78	526.77	40.655	43.255
09-06-10	67.63	519.74	38.91	41.94
08-06-10	67.36	509.37	37.68	40.24
07-06-10	67.92	513.22	38.235	40.08
04-06-10	68	516.75	38.105	40.38
03-06-10	69.45	526.75	39.22	41.26
02-06-10	68.5	520.06	38.455	40.775
01-06-10	69.3	519.88	38.065	40.99
31-05-10	70.15	519.01	37.965	41
28-05-10	69.17	517.13	37.675	40.3
27-05-10	69.01	516.27	37.205	39.935
26-05-10	67.94	500.41	35.76	38.24
25-05-10	66.12	491.62	35.29	37.19
24-05-10	68.13	504.87	36.14	38.485
21-05-10	67.25	506.54	36.025	38.83
20-05-10	66.45	509.49	36.18	38.4
19-05-10	68.05	520.77	37	40.2
18-05-10	69.91	535.48	39.65	41.915
17-05-10	68.97	527.98	38.715	41.085
14-05-10	69.39	528.06	38.62	40.575
13-05-10	70.69	544.9	39.52	41.37
12-05-10	70	539.44	39	39.79
11-05-10	68.42	526.3	38.18	38.655
10-05-10	67.73	525.02	37.68	38.01
07-05-10	65	498.22	35.48	35.85
06-05-10	67.16	514.84	36.42	36.93
05-05-10	67.32	519.6	35.98	37.02
04-05-10	69.42	524.84	35.84	37.37
03-05-10	70.4	539.22	37.38	38.615
30-04-10	70.92	536.2	37.13	38.815
29-04-10	72.08	537.15	36.775	38.795
28-04-10	69.91	531.25	36.79	37.765
27-04-10	71.7	538.4	37.06	37.93
26-04-10	73.75	553.57	37.82	39.47
23-04-10	73.66	547.31	37.28	38.87
22-04-10	74.65	539.11	36.25	37.85
21-04-10	75.63	544.83	36.58	38.45
20-04-10	73.6	547.21	36.795	39
19-04-10	71.41	537.88	35.31	36.305
16-04-10	72.45	539.97	35.56	36.54
15-04-10	72.7	549.08	35.33	36.715
14-04-10	72.58	547.77	35.515	36.67
13-04-10	72.01	543.25	35.35	36
12-04-10	70.91	544.95	35.12	35.41
09-04-10	70.86	544.95	34.86	35.36
08-04-10	71	538.04	34.53	35.18
07-04-10	72.85	542.76	34.8	35.42
06-04-10	72.44	545.14	35.41	35.505
01-04-10	71.6	543.01	35.155	35.405
31-03-10	71.5	535.64	34.18	34.855
30-03-10	70.1812	534.42	33.785	34.56
29-03-10	71.5135	535.94	34.115	34.95
26-03-10	72.1398	532.97	34.2	34.98
25-03-10	69.873	533.95	34.04	35.015
24-03-10	70.738	526.21	33.375	34.49
23-03-10	71.941	524.48	33.15	34.45
22-03-10	75.2716	521.73	32.5	34.4
19-03-10	74.675	521.36	32.06	34.375
18-03-10	74.337	523.89	32.105	34.64
17-03-10	75.0528	525.17	32.47	34.35
16-03-10	75.0628	520.72	32.755	34.11
15-03-10	73.2931	515.05	32.64	33.33
12-03-10	73.999	518.58	32.54	33.535
11-03-10	72.965	517.28	32.69	33.19
10-03-10	69.873	517.71	32.265	33.115
09-03-10	69.4455	512.93	32.13	32.765
08-03-10	70.8076	512.28	31.99	33.01
05-03-10	70.9468	512.32	32.365	32.985
04-03-10	65.8862	505.31	31.56	31.91
03-03-10	66.4529	506.8	31.65	31.95
02-03-10	65.2599	503.01	31.34	31.755
01-03-10	63.8978	497.52	30.445	31.345
26-02-10	63.1621	487.81	29.785	30.66
25-02-10	63.689	481.9	29.375	30.35
24-02-10	64.8224	489.42	29.485	30.945
23-02-10	63.9376	489.06	29.69	31.25
22-02-10	64.6534	496.21	30.26	31.4
19-02-10	62.7942	498.74	30.435	32.3
18-02-10	63.5996	495.66	29.415	31.495
17-02-10	64.206	492.85	29.615	33.04
16-02-10	63.0229	487.59	29.405	32.615
15-02-10	62.2176	480.92	28.65	32.01
12-02-10	61.9392	479.9	29	32.46
11-02-10	62.1778	480.58	29.49	32.77
10-02-10	64.2955	483.03	29.665	33.63
09-02-10	63.5996	479.77	29.625	33.325
08-02-10	62.4662	478.12	29.61	33.31
05-02-10	62.2474	474.46	29.92	32.32
04-02-10	65.6178	483.77	30.335	33.1
03-02-10	67.6062	496.01	31.225	34.34
02-02-10	66.3038	499.07	31.175	33.765
01-02-10	65.5184	493.88	31.065	33.57
29-01-10	62.9135	489.82	30.96	33.425
28-01-10	63.6592	484.26	29.55	32.32
27-01-10	65.8763	492.25	29.59	32.925
26-01-10	67.5068	494.76	30.255	33.86
25-01-10	67.8051	491.91	30.14	33.5
22-01-10	69.1472	496.67	30.7	34.18
21-01-10	70.6982	501.77	31.155	34.76
20-01-10	71.5234	510.21	31.8	35.595
19-01-10	72.3884	520.56	32.43	36.71
18-01-10	72.1299	516.37	32.1	37.115
15-01-10	72.2193	513.14	31.63	36.49
14-01-10	73.0744	522.48	31.89	37.1
13-01-10	73.6112	519.71	31.425	36.185
12-01-10	73.5814	517.59	31.235	36.28
11-01-10	75.6693	525.93	32.17	37.2
08-01-10	75.6096	525.55	32.655	36.935
07-01-10	74.8341	523.83	33.1	36.72
06-01-10	74.4663	524.33	32.81	37.25
05-01-10	73.9592	523.64	32.31	37.24
04-01-10	73.3229	523.96	32.05	37.55
30-12-09	76.5541	516.05	31.8	37.23
29-12-09	76.9418	520.01	32.05	37.65
28-12-09	76.0073	518.85	31.8	37.65
23-12-09	76.4547	515.74	32.12	37.42
22-12-09	74.6651	514.85	32.16	37.3
21-12-09	73.5019	513.75	31.815	36.995
18-12-09	75.8084	506.2	31.945	36.745
17-12-09	79.5367	507.35	32.34	36.75
16-12-09	80.7795	512.22	32.195	37.12
15-12-09	79.9642	504.91	31.59	36.36
14-12-09	80.5309	504.17	31.595	35.975
11-12-09	81.197	500.45	31.72	35.185
10-12-09	80.2327	496.46	31.655	35.025
09-12-09	78.98	491.52	31.695	34.86
08-12-09	78.4331	495.16	32.22	35.355
07-12-09	80.9485	503.19	32.61	36.385
04-12-09	79.9245	505.4	32.75	35.91
03-12-09	80.0537	501.39	32.195	35.465
02-12-09	79.0098	502.25	31.655	35.18
01-12-09	80.9783	501.65	32.125	35.105
30-11-09	81.5251	488.51	31.425	33.72
27-11-09	85.661	493.3	32.28	34.625
26-11-09	80.5309	486.94	31.3	34.105
25-11-09	85.8798	503.32	32.16	35.73
24-11-09	88.5244	500.59	32.325	35.44
23-11-09	93.8136	503.36	32.795	35.67
20-11-09	93.4556	491.35	32.76	34.975
19-11-09	95.0464	494.84	33.2	35.31
18-11-09	96.2593	502.54	33.89	35.98
17-11-09	95.6628	501.48	33.88	35.405
16-11-09	96.9354	503.92	34.59	35.81
13-11-09	95.8418	493.83	33.465	34.3
12-11-09	97.6512	492.13	33.185	34.08
11-11-09	102.9006	492.52	33.01	34.42
10-11-09	101.4093	487.64	32.7	33.835
09-11-09	110.2777	489.55	33.45	33.945
06-11-09	108.5477	478.58	33.07	33.21
05-11-09	107.136	477.29	32.78	32.66
04-11-09	106.6985	474.01	32.285	32.565
03-11-09	105.5552	465.3	31.5	31.575
02-11-09	109.2139	471.76	33.605	33.04
30-10-09	109.9993	470.69	33.295	33.08
29-10-09	111.8286	484.6	33.93	34.585
28-10-09	109.5221	476.03	33.125	33.215
27-10-09	110.5461	489.01	34.465	35.065
26-10-09	112.3456	490.91	35.605	35.83
23-10-09	114.334	499.44	35.94	36.875
22-10-09	115.8253	500.91	35.56	36.73
21-10-09	117.5056	507.27	35.59	37.175
20-10-09	117.8237	505.9	35.1	36.985
19-10-09	120.697	509.26	34.665	37.62
16-10-09	116.2429	500.41	33.25	35.16
15-10-09	118.5594	508.14	33.58	35.095
14-10-09	118.4003	510.24	34.035	35.1
13-10-09	114.334	498.8	33.195	34.475
12-10-09	115.537	504.61	33.53	34.8
09-10-09	112.0573	498.81	32.84	34.725
08-10-09	113.648	499.02	33.055	34.515
07-10-09	112.3556	492.08	32.15	33.525
06-10-09	115.3084	492.97	32.395	33.75
05-10-09	113.131	479.66	31.775	32.65
02-10-09	108.8162	475.87	31.83	32.785
01-10-09	108.677	483.84	32.41	33.4
30-09-09	111.6795	494.35	32.95	34.405
29-09-09	114.1352	496.81	33.68	34.3
28-09-09	112.4749	498.28	34.035	34.41
