Date	VOW	CDAX	BMW	DAI
25-09-09	107.4939	485.33	33.5	33.66
24-09-09	109.025	487.14	33.79	33.7
23-09-09	108.7764	495.15	33.95	33.93
22-09-09	111.2122	495.71	34.72	34.2
21-09-09	109.8601	491.93	34.29	33.06
18-09-09	112.5643	495.92	33.81	33.44
17-09-09	120.687	498.14	34.215	33.785
16-09-09	121.4923	495.48	34.95	34.07
15-09-09	121.6912	488.98	34.75	33.11
14-09-09	124.475	487.18	35.02	33.4
11-09-09	127.0897	487.92	34.445	33.505
10-09-09	121.7906	485.28	34.265	33.39
09-09-09	120.3987	483.56	34.47	33.31
08-09-09	120.0607	476.11	31.995	32.195
07-09-09	119.4045	474.27	32.315	32.555
04-09-09	120.17	467.21	31.73	31.83
03-09-09	121.9198	460.07	30.15	30.29
02-09-09	127.2588	460.3	30.475	30.145
01-09-09	123.2819	461.59	30.98	30.65
31-08-09	134.2679	473.16	31.775	31.53
28-08-09	134.8147	477.91	32.04	31.965
27-08-09	138.1553	473.45	31.675	31.51
26-08-09	139.1495	477.67	32.61	32.39
25-08-09	143.3848	480.66	32.44	32.9
24-08-09	147.471	477.55	32.295	32.69
21-08-09	150.2747	472.82	32.535	32.96
20-08-09	143.4743	460.66	31.93	31.985
19-08-09	145.1446	454.05	31.325	30.86
18-08-09	168.7272	454.59	31.31	31.11
17-08-09	170.825	450.02	31.295	30.94
14-08-09	189.5957	459.05	32.015	32.01
13-08-09	224.6912	465.49	32.5	32.39
12-08-09	224.8503	460.56	31.39	31.8
11-08-09	223.19	454.93	30.835	31.59
10-08-09	231.6905	465.47	31.695	32.34
07-08-09	250.5407	468.51	31.52	33.58
06-08-09	241.563	461.58	31.4	32.6
05-08-09	233.1321	459.92	31.67	32.735
04-08-09	249.0493	464.57	32.355	33.83
03-08-09	253.3245	465.29	32.915	33.575
31-07-09	250.7992	457.15	32.43	32.47
30-07-09	253.9508	458.95	32.06	31.94
29-07-09	240.2804	451.09	31.405	31.46
28-07-09	253.8216	443.54	30.395	30.09
27-07-09	255.0146	450.34	30.54	30.54
24-07-09	259.9459	449.1	30.86	31.305
23-07-09	253.5233	450.49	30.58	30.99
22-07-09	250.491	440.8	30.04	30.04
21-07-09	248.0551	439.07	30.06	30.37
20-07-09	235.1304	433.37	28.77	29.805
17-07-09	248.5423	429.42	29.265	28.95
16-07-09	253.5233	427.99	28.5	28.38
15-07-09	250.7097	425.38	28.63	27.87
14-07-09	229.6623	413.06	28.09	26.45
13-07-09	222.4443	407.74	26.68	25.7
10-07-09	211.9654	395.67	25.83	24.235
09-07-09	216.0317	400.06	25.6	24.28
08-07-09	214.3813	395.31	25.045	23.65
07-07-09	217.344	397.54	25.48	24.2
06-07-09	224.2936	401.96	25.63	24.565
03-07-09	232.3367	406.98	26.445	24.995
02-07-09	227.5247	408.37	26.59	24.98
01-07-09	246.7726	422.94	27.525	26.445
30-06-09	239.7436	415.07	26.84	25.78
29-06-09	249.7254	420.57	27.085	26.32
26-06-09	247.9557	411.67	26.53	25.79
25-06-09	241.0957	413.4	26.585	25.385
24-06-09	249.0493	416.06	26.7	25.705
23-06-09	222.9514	405.08	26	25.095
22-06-09	218.1792	403.77	25.805	24.35
19-06-09	222.7028	416.32	26.895	24.43
18-06-09	229.6623	415.78	27.3	25.095
17-06-09	235.0012	412.7	27.16	24.965
16-06-09	232.0981	421.05	27.725	25.845
15-06-09	235.2	421.59	27.915	25.995
12-06-09	246.4644	436.31	29.22	27.805
11-06-09	253.1256	439.32	29.35	27.85
10-06-09	251.1372	434.57	29.005	27.125
09-06-09	252.708	429.53	28.155	26.415
08-06-09	246.4445	430.11	28.04	26.8
05-06-09	239.6143	436.43	27.99	27.73
04-06-09	245.5796	435.25	27.09	27.355
03-06-09	236.6814	434.36	27.105	26.95
02-06-09	251.7337	441.84	27.48	27.94
01-06-09	228.3599	441.3	26.92	28.025
29-05-09	212.2537	424.44	25.395	25.85
28-05-09	208.8336	423.83	25.405	25.51
27-05-09	212.6613	429.77	26.165	26.33
26-05-09	220.8933	427.97	25.41	25.84
25-05-09	221.2811	423.18	24.88	24.84
22-05-09	222.0566	423.53	25.055	25
21-05-09	220.7144	421.95	25.38	25.28
20-05-09	218.7558	433.41	26.035	26.58
19-05-09	218.7757	426.36	26.25	25.93
18-05-09	223.7467	417.09	25.32	25.395
15-05-09	219.0342	407.77	24.62	25.045
14-05-09	221.2016	406.74	24.755	25.17
13-05-09	223.1999	404.92	23.805	25.125
12-05-09	225.1883	416.13	24.92	26.1
11-05-09	228.7178	417.4	25.49	26.795
08-05-09	232.635	422.84	26.66	27.66
07-05-09	228.1113	414.39	27.76	27.66
06-05-09	231.3425	420.94	28.195	28.155
05-05-09	232.1776	418.23	27.49	27.935
04-05-09	233.6391	421.5	26.85	27.65
30-04-09	237.8446	409.86	26.25	27.145
29-04-09	239.6044	403.55	26.75	27.19
28-04-09	241.7419	395.27	25.985	26.38
27-04-09	242.3782	402.95	27.19	27.385
24-04-09	235.5281	402.02	27.21	27.265
23-04-09	228.8669	390.73	26.23	26.345
22-04-09	237.1089	394.73	26.24	26.18
21-04-09	235.6275	386.82	25.83	24.7
20-04-09	235.9556	385.57	25.92	24.645
17-04-09	246.9019	401.92	27.18	26.65
16-04-09	235.7767	395.54	26.03	25.36
15-04-09	240.3799	390.38	25.705	24.93
14-04-09	242.587	390.99	25.745	24.68
09-04-09	236.9697	385.04	26.02	24.46
08-04-09	236.8206	373.31	25.385	24.39
07-04-09	237.1487	370.07	23.91	22.61
06-04-09	237.616	372.81	25.015	22.945
03-04-09	235.031	374.78	27.12	23.6
02-04-09	241.5232	374.37	26.12	22.295
01-04-09	232.3069	353.37	22.745	19.28
31-03-09	229.9605	348.98	21.79	19.08
30-03-09	235.1304	341.11	21.52	18.905
27-03-09	248.5522	358.37	23.26	20.83
26-03-09	253.5233	362.54	22.46	20.365
25-03-09	235.5878	359.18	22.34	20.635
24-03-09	212.8204	355.64	22.415	20.83
23-03-09	211.0109	354.7	22.6	21.645
20-03-09	208.8833	346.09	21.98	21.34
19-03-09	208.7839	344.05	21.865	21.725
18-03-09	212.7607	340.37	22.305	21.1
17-03-09	215.0673	340.17	22.85	21.335
16-03-09	213.7549	344.93	22.475	22.015
13-03-09	213.7549	337.27	22.57	21.56
12-03-09	211.7665	337.04	23.395	21.9
11-03-09	209.3804	333.79	22.935	21.38
10-03-09	208.7839	331.3	21.535	20.92
09-03-09	206.696	315.29	20.165	18.56
06-03-09	203.3157	313.89	19.83	18.545
05-03-09	204.1111	317.02	19.31	18.15
04-03-09	203.9222	333.35	20.9	19.635
03-03-09	189.7945	316.97	19.055	17.87
02-03-09	186.0662	318.94	19.18	17.44
27-02-09	186.9113	330.22	19.75	18.01
26-02-09	200.9296	337.82	20.325	18.9
25-02-09	199.8857	329.8	19.81	18.41
24-02-09	207.2926	333.46	19.23	18.63
23-02-09	215.0971	337.32	20.15	19.285
20-02-09	223.697	344.18	21.31	20.46
19-02-09	234.6333	360.65	22	21.95
18-02-09	235.2398	359.73	21.58	21.88
17-02-09	235.4287	361	21.925	22.66
16-02-09	244.5754	373.63	23.365	23.555
13-02-09	247.051	377.29	23.715	24.135
12-02-09	250.1529	376.52	22.7	23.785
11-02-09	268.7744	386.22	22.61	24.72
10-02-09	267.4422	384.57	22.31	24
09-02-09	273.2584	397.82	22.91	25.745
06-02-09	267.6112	395.39	21.865	24.625
05-02-09	258.4944	384.52	19.595	22.69
04-02-09	263.1771	383.14	19.37	23.05
03-02-09	256.5059	373.89	18.125	21.595
02-02-09	252.8174	365.56	17.61	21.355
30-01-09	248.0054	371.65	18.61	22
29-01-09	253.5233	377.92	18.3	22.55
28-01-09	266.448	385.25	18.98	23.48
27-01-09	260.8904	368.85	18.575	22.03
26-01-09	253.8116	368.82	18.21	21.375
23-01-09	234.1362	356.84	17.61	20.9
22-01-09	234.1362	360.66	18.3	21.435
21-01-09	233.5397	364.35	18.78	22.71
20-01-09	235.5281	362.84	18.535	22.8
19-01-09	238.6102	369.24	19.08	23.28
16-01-09	241.8115	373.61	19.555	23.93
15-01-09	240.35	371.39	19.6	23.77
14-01-09	237.6259	378.21	20.075	24.835
13-01-09	238.6102	395.83	21.24	26.08
12-01-09	258.4944	402.6	22.25	26.93
09-01-09	282.1963	408.5	22.39	27.235
08-01-09	297.1194	416.12	21.9	27.15
07-01-09	293.2917	421.71	22.04	27.45
06-01-09	283.3496	429.38	21.775	27.54
05-01-09	253.2648	426.13	21.855	26.65
02-01-09	257.5995	424.9	22.34	27.75
30-12-08	248.5522	411.51	21.61	26.7
29-12-08	250.5407	402.63	21.3	25.625
23-12-08	258.4944	394.94	21.26	24.91
22-12-08	267.472	395.13	21.05	24.865
19-12-08	284.2742	398.96	21.91	26.05
18-12-08	308.4335	404.38	22.2	25.695
17-12-08	306.276	400.22	22.07	25
16-12-08	305.4807	401.34	22.175	24.33
15-12-08	304.6754	395.67	21.99	23.9
12-12-08	303.8104	396.13	22	24.055
11-12-08	304.3274	404.17	22.44	25.11
10-12-08	304.1981	407.12	22.615	25.895
09-12-08	301.1061	404.67	22.11	25.67
08-12-08	298.8493	400.13	20.94	24.6
05-12-08	284.2841	373.53	19.82	22.43
04-12-08	292.1483	388.7	20.655	23.78
03-12-08	292.0986	388.44	20	23.58
02-12-08	289.5733	385.9	19.655	23.565
01-12-08	274.1233	375.27	18.905	22.85
28-11-08	278.7066	397.61	19.675	24.655
27-11-08	293.2917	398.35	20.37	25.58
26-11-08	292.3969	388.91	19.465	24.695
25-11-08	253.5233	387.96	19.145	24.18
24-11-08	327.8006	389.56	19.7	23.73
21-11-08	362.8863	356.6	17.94	20.24
20-11-08	347.9731	362.94	18.525	20.485
19-11-08	370.0943	375.48	18.93	21.33
18-11-08	377.7696	394.11	21.805	23.22
17-11-08	363.1448	392.49	21.58	22.69
14-11-08	392.2851	405.88	21.39	23.225
13-11-08	395.4963	401.44	22.04	22.995
12-11-08	385.8824	398.47	20.67	22.535
11-11-08	387.7415	410.98	21.41	23.66
10-11-08	393.4582	432.32	22.525	25.84
07-11-08	395.904	425.35	21.56	25.5
06-11-08	394.4922	415.62	21.065	24.935
05-11-08	395.6952	444.34	22.8	27.645
04-11-08	395.6952	454.46	22.97	28.085
03-11-08	390.7242	432.75	20.575	26.82
31-10-08	496.6074	431.88	20.115	26.81
30-10-08	497.1045	421.14	20.2	25.99
29-10-08	514.006	414.21	18.49	23.5
28-10-08	939.5275	410.86	17.04	19.35
27-10-08	516.9887	374.52	17.185	20.355
24-10-08	209.629	375.4	18.255	22.41
23-10-08	227.6739	395.53	19.3	23.82
22-10-08	241.5928	401.71	19.85	24.125
21-10-08	241.3442	420.45	21.045	26.155
20-10-08	275.4854	424.08	20.295	26.525
17-10-08	355.9268	418.93	20.485	25.705
16-10-08	396.5303	406.17	19.635	23.55
15-10-08	388.6661	426.9	20.255	25.37
14-10-08	350.061	455.45	22.52	28.2
13-10-08	351.0154	443.65	21.85	26.2
10-10-08	340.0195	398.87	19.63	22.565
09-10-08	295.1508	427.21	21.52	24.605
08-10-08	292.546	437.16	22.66	24.83
07-10-08	285.338	464	24.54	27.4
06-10-08	290.657	470.38	24.72	27.2
03-10-08	276.1913	507.28	25.87	31.83
02-10-08	261.477	497.42	24.85	31.21
01-10-08	272.7413	510.12	26.085	32.375
30-09-08	276.4001	513.1	27.29	35.4
29-09-08	275.0181	510.14	27.295	36.91
26-09-08	256.2971	534.15	28.22	38.56
25-09-08	253.573	544.5	29.155	39.51
24-09-08	250.8787	535.4	28.465	38.305
23-09-08	266.448	536.77	28.92	38.715
22-09-08	280.3669	541.79	29.78	39.055
19-09-08	260.4828	548.9	30.92	39.465
18-09-08	302.2395	521.3	27.39	37.01
17-09-08	238.7891	522.84	27.32	37.51
16-09-08	225.1883	531.67	27.82	38.64
15-09-08	205.8013	539.63	27.98	38.9
12-09-08	211.6174	555.91	28.97	40.65
11-09-08	210.9314	549.5	28.6	40.405
10-09-08	203.9719	552.56	29	40.8
09-09-08	201.039	555.49	28.97	40.6
08-09-08	200.9495	560.31	28.72	40.385
05-09-08	195.8592	548.25	27.58	39.685
04-09-08	199.6272	562.4	28.27	41.44
03-09-08	204.4193	578.5	29.07	42.62
02-09-08	206.8054	584.19	29.3	42.57
01-09-08	204.31	576.77	28.35	40.57
29-08-08	202.8186	577.15	28	39.9
28-08-08	203.8526	575.9	28.26	40.415
27-08-08	201.8741	567.97	27.655	40.11
26-08-08	204.0912	568.9	27.91	40.71
25-08-08	200.87	565.21	28.14	40.71
22-08-08	202.4607	569.02	28.63	40.54
21-08-08	198.9014	559.74	27.73	39.745
20-08-08	200.4822	566.31	28.7	39.95
19-08-08	201.4267	562.94	28.43	39.62
18-08-08	203.0871	575.03	29.2	41.035
15-08-08	204.4491	575.65	29.58	41.51
14-08-08	205.8013	574.96	28.88	41.4
13-08-08	203.962	573	29.22	41.335
12-08-08	208.9728	586.21	31.22	43.37
11-08-08	203.2163	588.33	30.755	42.78
08-08-08	199.3787	584.22	29.43	41.77
07-08-08	195.5609	582.09	27.625	40.21
06-08-08	196.4259	583.32	27.77	40.01
05-08-08	197.1516	578.73	27.64	38.78
04-08-08	191.3852	565.94	26.63	36.97
01-08-08	195.3223	570.59	27.36	36.64
31-07-08	203.5742	578.57	28.91	37.33
30-07-08	207.1434	576.01	29.41	38.07
29-07-08	208.8833	569.16	29.48	38.36
28-07-08	207.1434	566.51	29.75	38.26
25-07-08	204.8965	573.35	30.68	38.88
24-07-08	202.5999	573.87	30.48	38.47
23-07-08	208.3365	583.6	31.87	42.56
22-07-08	194.8849	575.55	30.7	41
21-07-08	189.8044	574.67	30.57	41.64
18-07-08	187.9154	570.1	30.1	41.09
17-07-08	186.3148	562.78	29.46	39.6
16-07-08	186.8119	551.98	28.27	37.51
15-07-08	173.221	545.34	27.71	36.38
14-07-08	169.2641	556.55	28.22	37.54
11-07-08	167.6733	552.85	28.76	37.52
10-07-08	168.9559	566.01	29.86	38.75
09-07-08	171.1929	573.06	30.31	39.35
08-07-08	171.849	565.24	30.25	38.72
07-07-08	174.6825	574	29.99	38.9
04-07-08	174.6626	563.72	29.63	38.4
03-07-08	177.9634	569.76	29.86	38.61
02-07-08	177.347	567.37	29.79	38.17
01-07-08	179.5243	570.27	29.96	38.2
30-06-08	182.2186	580.4	30.55	39.28
27-06-08	178.0231	580.99	30.19	39.88
26-06-08	176.9791	584.82	30.54	41.08
25-06-08	181.4531	598.59	31.89	42.48
24-06-08	177.7646	591.26	31.25	41.86
23-06-08	180.5782	596.88	32.35	43.53
20-06-08	181.4034	597.29	32.4	44.38
19-06-08	182.7456	608.69	32.93	44.34
18-06-08	180.2799	609.05	33.04	44.82
17-06-08	179.9518	615.75	33.87	45.08
16-06-08	173.3105	609.58	33.19	43.68
13-06-08	173.0023	611.46	33.56	43.88
12-06-08	172.9128	607.5	33.67	43.73
11-06-08	172.1771	602.45	33.4	43.64
10-06-08	175.4978	612.49	34.36	44.77
09-06-08	174.6129	616.97	34.28	44.55
06-06-08	170.2682	617.24	34.56	45.06
05-06-08	171.5607	628.92	36.14	47.26
04-06-08	171.5706	629.92	36.85	47.5
03-06-08	171.9286	634.06	36.94	47.99
02-06-08	172.545	632.15	36.5	48.54
30-05-08	176.0247	639.1	38.07	48.92
29-05-08	178.1424	634.71	37.13	49.05
28-05-08	181.1648	632.84	36.61	49.1
27-05-08	179.9717	626.44	35.74	48.87
26-05-08	178.212	626.48	35.15	48.89
23-05-08	179.753	626.66	35.28	49.45
22-05-08	184.2766	638.4	35.83	50.49
21-05-08	186.096	635.5	34.75	50.93
20-05-08	188.3927	641.63	36.3	52.37
19-05-08	191.9917	652.8	37.18	52.85
16-05-08	192.5286	645.12	36.94	52.06
15-05-08	187.6172	639.07	36.55	51.55
14-05-08	189.3272	638.72	36.66	51.52
13-05-08	185.9072	635.38	36.59	51.93
12-05-08	186.1656	633.4	36.23	51.86
09-05-08	186.3048	630.28	36.12	51.71
08-05-08	186.9014	636.34	37.72	52.16
07-05-08	184.2269	636.1	37.71	51.83
06-05-08	185.6089	630.14	37.13	50.39
05-05-08	188.3728	633.47	36.8	50.6
02-05-08	188.3728	632.77	36.62	50.33
30-04-08	188.2932	624.02	35.25	49.93
29-04-08	187.5178	618.43	35.02	50.19
28-04-08	183.1432	622.52	35.17	50.88
25-04-08	182.9444	619.34	35.02	50.15
24-04-08	184.2568	612.94	33.58	49.17
23-04-08	186.2651	611.72	33.9	49.33
22-04-08	190.1425	605.51	33.79	49.23
21-04-08	185.41	609.18	34.26	49.64
18-04-08	184.0778	613.57	34.83	50.66
17-04-08	183.3719	599.89	33.93	49.7
16-04-08	180.7472	602.2	33.31	49.81
15-04-08	179.2658	591.72	33.79	49.32
14-04-08	178.4605	588.72	33.79	49.12
11-04-08	180.8566	592.74	34.94	50.1
10-04-08	181.7513	600.65	35.9	50.9
09-04-08	183.9287	602.39	35.87	52.6
08-04-08	183.879	606.47	35.78	52.97
07-04-08	184.5252	611.81	36.1	53.53
04-04-08	183.9386	606.79	35.72	53.26
03-04-08	179.4945	604.02	35.94	53.59
02-04-08	177.4464	606.66	36.55	54.34
01-04-08	180.0015	603.05	36.05	55.34
31-03-08	182.5765	587.24	34.99	54.15
28-03-08	182.4871	588.9	34.55	54.92
27-03-08	182.676	590.39	34.94	55.02
26-03-08	185.4597	581.69	34.88	54.38
25-03-08	182.8847	583.73	35.44	54.71
20-03-08	177.2178	565.63	34.23	52.89
19-03-08	180.0811	569.46	33.75	53.04
18-03-08	174.8814	572.98	32.63	52.68
17-03-08	162.9906	554.53	31.11	50.86
14-03-08	156.2399	579.42	32.2	52.52
13-03-08	155.196	583.17	32.6	53.04
12-03-08	154.7089	592.1	33.8	54.16
11-03-08	153.6152	585.47	33.72	53.19
10-03-08	153.3567	578.1	34.33	53.49
07-03-08	150.8712	585.39	34.76	53.85
06-03-08	150.8811	593.17	34.96	54.27
05-03-08	151.9649	600.81	35.35	54.89
04-03-08	150.4437	588.44	35.28	53.9
03-03-08	151.4677	600.43	36.49	55.6
29-02-08	149.1214	605.77	36.18	55.79
28-02-08	149.0816	615.68	36.93	56.8
27-02-08	149.7279	627.79	37.08	57.74
26-02-08	149.5986	627.26	37.41	57.14
25-02-08	149.1313	618.35	36.36	55.55
22-02-08	149.1811	611.56	35.6	55.1
21-02-08	149.3401	619.38	36.43	56.2
20-02-08	150.1256	618.01	36.31	55.76
19-02-08	150.2648	626.76	36.36	56.77
18-02-08	150.8513	623.73	35.9	56.22
15-02-08	149.1214	612.02	35.22	54.01
14-02-08	150.2051	623.2	35.41	53.95
13-02-08	151.597	623.66	35.83	53.76
12-02-08	151.3286	622.1	35.81	52.93
11-02-08	148.9424	600.79	34.2	50.28
08-02-08	148.5249	603.15	34.42	51.04
07-02-08	148.5348	600.31	34.33	50.7
06-02-08	149.4097	611.45	35.11	51.43
05-02-08	147.9781	604.72	36.12	51.24
04-02-08	149.4296	626.49	38.42	54.18
01-02-08	150.6227	622.72	37.45	53.54
31-01-08	150.911	610.83	36.8	52.19
30-01-08	152.7304	612.93	37.65	52.04
29-01-08	155.4943	615.26	37.44	52.18
28-01-08	157.1844	606.79	37.33	52.1
25-01-08	156.9856	607.63	37.2	51.38
24-01-08	152.2034	605.99	36.45	51.65
23-01-08	148.0874	573.26	34.71	48.24
22-01-08	149.3898	599.52	35.98	49.8
21-01-08	147.5704	598.14	36.28	50.22
18-01-08	149.1313	642.55	37.68	53.35
17-01-08	151.5075	650.82	38.7	54.59
16-01-08	152.2134	655.62	40.01	56.6
15-01-08	149.8869	665.39	39.9	56.61
14-01-08	152.9093	680.52	41.5	58.56
11-01-08	149.3004	678.01	41.88	57.92
10-01-08	148.1869	677.8	42.09	57.38
09-01-08	147.6699	685.17	41.75	56.7
08-01-08	148.1869	693.71	42	57.88
07-01-08	148.0178	690.04	41.98	58.63
04-01-08	148.2962	692.06	40.9	59.17
03-01-08	150.9309	702.2	42.09	62.91
02-01-08	153.4363	706.95	42.73	64.68
28-12-07	155.196	716.65	42.35	66.5
27-12-07	155.3651	713.75	42.36	66.5
21-12-07	158.4869	710.9	42.52	66.02
20-12-07	154.2714	699.16	40.41	64.55
19-12-07	153.6948	696.28	40.42	64.15
18-12-07	153.993	697.91	40.86	64.64
17-12-07	152.6608	695.4	40.43	64.36
14-12-07	154.1024	707.5	41.32	65.98
13-12-07	154.7387	705.62	40.86	66.66
12-12-07	157.2341	719.57	41.7	69.59
11-12-07	157.2739	714.73	42.04	69.88
10-12-07	155.2159	716.56	41.85	70.25
07-12-07	156.0809	713.05	41.02	69.21
06-12-07	156.6476	707.63	41.12	68.2
05-12-07	159.2325	708.27	41.29	69.42
04-12-07	157.3236	695.99	40.86	68.21
03-12-07	160.9028	699.82	41.61	69.47
30-11-07	162.8912	703.13	41.7	69.55
29-11-07	160.0676	693.37	40.8	68.42
28-11-07	159.2623	689.31	40.69	68.13
27-11-07	156.0908	671.19	39.92	64.79
26-11-07	158.3874	673.61	39.95	65.85
23-11-07	158.2383	676.13	40.5	65.53
22-11-07	159.5507	670.63	40.13	64.45
21-11-07	160.9028	667.48	39.81	64.24
20-11-07	163.6567	680.06	41.23	66.59
19-11-07	163.1497	670.01	40.74	64.61
16-11-07	169.1647	682.49	41.79	66.55
15-11-07	172.1274	688.74	42.25	68.29
14-11-07	171.8391	699.73	42.52	70.1
13-11-07	171.4712	697.78	42.26	70.14
12-11-07	176.3727	702.03	41.48	72.11
09-11-07	178.2816	704.25	41.08	72.19
08-11-07	181.473	706.72	41.63	72.5
07-11-07	183.869	706.16	41.55	73.99
06-11-07	186.961	709.07	43.31	74.27
05-11-07	185.927	706.3	44.8	73.52
02-11-07	189.9834	710.72	44.24	74.11
01-11-07	191.7034	713.79	44.95	74.96
31-10-07	196.754	725.43	46.23	75.95
30-10-07	188.8997	720.36	45.73	75.7
29-10-07	186.5434	723.67	46.33	77.12
26-10-07	180.7472	718.12	45.74	76.8
25-10-07	173.4895	716.4	45.55	77.76
24-10-07	171.5508	707.03	44.91	74.3
23-10-07	168.7471	708.48	45.21	73.24
22-10-07	179.3752	702.51	45.5	71.79
19-10-07	176.4721	711.12	45.77	73.9
18-10-07	174.5533	714.66	46.11	73.73
17-10-07	173.0719	720.85	46.37	74.25
16-10-07	172.6643	717.84	46.57	75.21
15-10-07	178.2517	720.22	46.81	74.63
12-10-07	181.3735	726.17	47.23	75.05
11-10-07	182.507	725.62	47.63	75
10-10-07	174.2252	720.56	47.32	74.38
09-10-07	171.4016	719.79	47.5	73.41
08-10-07	170.2384	719.03	47.41	72.41
05-10-07	166.9973	721.13	47.4	72.99
04-10-07	159.9881	714.99	46.48	73.05
03-10-07	159.3518	715.91	45.76	72.83
02-10-07	158.1787	714.31	46.2	72.76
01-10-07	160.1074	711.36	45.51	72.18
28-09-07	157.5821	706.08	45.23	70.64
27-09-07	157.8406	705.94	45.98	70.37
26-09-07	157.1447	701.51	46.68	69.28
25-09-07	156.0908	697.92	45.27	69.02
24-09-07	155.7031	700.64	45.14	68.86
21-09-07	154.7685	700.4	43.57	67.99
20-09-07	153.1281	694.45	42.15	66.79
19-09-07	152.7006	696.38	43.05	67.09
18-09-07	151.3683	680.39	42.31	65.89
17-09-07	150.1355	671.82	42.18	65.15
14-09-07	151.0502	675.04	42.79	65.29
13-09-07	150.6227	678.67	42.93	65.13
12-09-07	149.1512	673.96	42.99	64.38
11-09-07	149.1313	672.35	43.61	64.52
10-09-07	149.1313	664.38	42.76	63.88
07-09-07	148.5448	670.84	43.38	65.64
06-09-07	150.0261	687.03	45.13	67.91
05-09-07	149.4793	684.21	44.9	67.03
04-09-07	151.259	696.07	45.6	67.86
03-09-07	152.0245	689.5	45.08	67.03
31-08-07	150.7221	687.8	44.63	65.18
30-08-07	149.6981	677.05	43.8	63.76
29-08-07	148.9424	669.29	43.41	63.26
28-08-07	148.336	668.31	43.3	62.67
27-08-07	149.0021	674.48	44	63.12
24-08-07	147.998	675.84	44.04	63.06
23-08-07	148.6442	675.98	43.89	63.08
22-08-07	150.4536	674.3	44.15	62.81
21-08-07	149.7279	665.22	43.93	60.62
20-08-07	146.6657	663.16	43.81	59.4
17-08-07	146.0493	659.55	43.92	60.14
16-08-07	144.8562	651.49	43.75	59.7
15-08-07	145.93	669.97	44.52	62.61
14-08-07	144.389	670.08	44.21	62.53
13-08-07	144.1305	674.26	44.32	62.45
10-08-07	142.9275	662.62	44.3	60.08
09-08-07	140.4121	674.09	43.86	62.66
08-08-07	138.6524	687.66	44.27	64.56
07-08-07	140.0542	679.11	43.68	64.11
06-08-07	140.4121	674.03	43.11	64.19
03-08-07	138.4237	674.8	42.82	65.72
02-08-07	136.8032	682.99	43.71	66.48
01-08-07	133.4328	678.33	43.53	65.69
31-07-07	131.7725	688.3	45.83	66.89
30-07-07	127.736	675.95	44.54	64.66
27-07-07	124.1071	675.38	45.07	65.23
26-07-07	119.8519	679.62	45.09	65.43
25-07-07	121.2836	696.74	46.2	66.93
24-07-07	121.4824	707.04	47.06	65.74
23-07-07	122.3374	718.88	47.94	66.89
20-07-07	120.8262	713.73	47.44	65.11
19-07-07	120.5777	723.52	47.77	66.76
18-07-07	119.5536	715.26	47.96	66.19
17-07-07	120.9952	727.51	48.96	68.3
16-07-07	122.6854	733.53	49.79	69.2
13-07-07	122.1187	732.82	48.89	68.75
12-07-07	122.1684	730.09	48.66	69.34
11-07-07	120.0408	716.78	47.58	67.36
10-07-07	121.3333	722.79	48.19	68.42
09-07-07	123.4012	732.15	49.4	68.93
06-07-07	123.0234	729.23	49.25	68.28
05-07-07	121.2637	723.87	48.04	67.48
04-07-07	121.4625	730.69	48.97	68.21
03-07-07	119.9016	728	48.4	68.61
02-07-07	116.4219	719.57	47.75	68.42
29-06-07	117.4161	722.14	48.01	68.59
28-06-07	115.9745	714.9	47.73	67.6
27-06-07	112.9421	703.68	47.24	66.01
26-06-07	113.7176	709	48	66.95
25-06-07	113.0515	715.18	47.97	67
22-06-07	112.5643	717.17	48	67.7
21-06-07	112.5942	718.06	48.33	67.62
20-06-07	114.6224	729.2	49.38	69.18
19-06-07	113.8071	724.53	49.16	68.76
18-06-07	113.8866	724.88	49.55	68.72
15-06-07	113.0018	724.41	49.66	68.98
14-06-07	109.9098	709.41	49.05	68.06
13-06-07	109.2337	695.05	47.37	66.67
12-06-07	107.9612	694.92	47.22	66.38
11-06-07	107.2652	697.95	47.3	66.31
08-06-07	108.2793	687.27	46.81	64.85
07-06-07	108.7963	689.43	47.1	64.49
06-06-07	111.2321	699.48	47.6	64.77
05-06-07	114.0557	716.88	49.2	66.93
04-06-07	114.5329	721.02	49.86	67.68
01-06-07	113.2901	722.2	50.73	68.45
31-05-07	112.1368	713.41	49.77	68.15
30-05-07	111.9082	702.73	49.88	67.58
29-05-07	113.479	704.7	50.6	67.32
25-05-07	111.2818	700.68	49.75	67.2
24-05-07	112.5246	697.92	49.25	65.99
23-05-07	115.8154	701.85	50	67.84
22-05-07	110.4566	695.36	49.39	65.39
21-05-07	107.3746	692.04	49.31	65.05
18-05-07	108.329	691.36	49.53	64.4
17-05-07	108.1699	682.86	49.05	64.08
16-05-07	107.8419	680.92	49.69	63.84
15-05-07	105.9031	682.36	50.62	63.54
14-05-07	105.1973	678.68	49.86	61.7
11-05-07	104.7797	679.77	50.41	60.61
10-05-07	104.4914	674.68	48.94	59.06
09-05-07	106.1815	679.36	47.44	58.65
08-05-07	106.8775	676.69	47.27	59.13
07-05-07	108.9255	684.98	47.8	60.23
04-05-07	110.1087	683.99	48.07	61.12
03-05-07	109.7905	678.62	46.43	59.47
02-05-07	111.2321	678.24	45.95	59.99
30-04-07	110.7449	674.14	45.32	59.87
